,iteration,index_size,query,query_name,elapsed_seconds,num_result_rows
26,2,1628179195,SELECT * FROM nsdf.catalog WHERE name LIKE '%def%' LIMIT 10000,search_first_page_specific_10000,1.091251559999364,10000
27,3,1628179195,SELECT COUNT(*) FROM nsdf.catalog,count,0.006060350002371706,1
28,3,1628179195,SELECT SUM(size) FROM nsdf.catalog,sum,6.208709963000729,1
29,3,1628179195,"SELECT catalog, COUNT(*), SUM(size) FROM nsdf.catalog GROUP BY catalog",group_by_catalog,17.366352693999943,50
30,3,1628179195,"SELECT bucket, any(catalog), COUNT(*), SUM(size) FROM nsdf.catalog GROUP BY bucket",group_by_bucket,26.301249140997243,1143632
31,3,1628179195,SELECT * FROM nsdf.catalog LIMIT 10,search_first_page,0.240691381994111,10
32,3,1628179195,SELECT * FROM nsdf.catalog WHERE name LIKE '%abc%' LIMIT 10,search_first_page_specific_10,1.109200498998689,10
33,3,1628179195,SELECT * FROM nsdf.catalog WHERE name LIKE '%bcd%' LIMIT 100,search_first_page_specific_100,1.0320247459967504,100
34,3,1628179195,SELECT * FROM nsdf.catalog WHERE name LIKE '%cde%' LIMIT 1000,search_first_page_specific_1000,1.109878702001879,1000
35,3,1628179195,SELECT * FROM nsdf.catalog WHERE name LIKE '%def%' LIMIT 10000,search_first_page_specific_10000,1.0612886709932354,10000
36,4,1628179195,SELECT COUNT(*) FROM nsdf.catalog,count,0.006161643999803346,1
37,4,1628179195,SELECT SUM(size) FROM nsdf.catalog,sum,6.09157755200431,1
38,4,1628179195,"SELECT catalog, COUNT(*), SUM(size) FROM nsdf.catalog GROUP BY catalog",group_by_catalog,17.347371980999014,50
39,4,1628179195,"SELECT bucket, any(catalog), COUNT(*), SUM(size) FROM nsdf.catalog GROUP BY bucket",group_by_bucket,26.28953826700308,1143632
40,4,1628179195,SELECT * FROM nsdf.catalog LIMIT 10,search_first_page,0.2420895510003902,10
41,4,1628179195,SELECT * FROM nsdf.catalog WHERE name LIKE '%abc%' LIMIT 10,search_first_page_specific_10,1.1290583590016467,10
42,4,1628179195,SELECT * FROM nsdf.catalog WHERE name LIKE '%bcd%' LIMIT 100,search_first_page_specific_100,1.0135198040006799,100
43,4,1628179195,SELECT * FROM nsdf.catalog WHERE name LIKE '%cde%' LIMIT 1000,search_first_page_specific_1000,1.1231869390030624,1000
44,4,1628179195,SELECT * FROM nsdf.catalog WHERE name LIKE '%def%' LIMIT 10000,search_first_page_specific_10000,1.0743019650035421,10000
