,iteration,elapsed,num_inserts,type,ops/sec,disk_total,disk_free,disk_used,disk_free -h,disk_percent_free,disk_percent_used,index_size_before
80,80,0.5401562990000457,100000,ingest,185131.60021483252,20617822208,6883209216,13717835776,6.4 GiB,0.3338475395975245,0.6653387364392583,17000000
81,81,0.6671181980000256,100000,ingest,149898.47421310513,20617822208,6858792960,13742252032,6.4 GiB,0.332663308995782,0.6665229670410009,17100000
82,82,0.6641918899999837,100000,ingest,150558.89947708102,20617822208,6829965312,13771079680,6.4 GiB,0.3312651182601565,0.6679211577766264,17200000
83,83,0.659264500000063,100000,ingest,151684.18745433804,20617822208,6804074496,13796970496,6.3 GiB,0.3300093689507093,0.6691769070860736,17300000
84,84,0.6493767810002282,100000,ingest,153993.8028673755,20617822208,6787002368,13814042624,6.3 GiB,0.3291813412459512,0.6700049347908317,17400000
85,85,0.6473271099998783,100000,ingest,154481.40276408137,20617822208,6770909184,13830135808,6.3 GiB,0.328400794016586,0.6707854820201968,17500000
86,86,0.6967713379999623,100000,ingest,143519.10669437642,20617822208,6733410304,13867634688,6.3 GiB,0.32658203354704185,0.672604242489741,17600000
87,87,0.6511504439999953,100000,ingest,153574.34049449977,20617822208,6716260352,13884784640,6.3 GiB,0.3257502312438216,0.6734360447929613,17700000
88,88,0.6603832929999953,100000,ingest,151427.21062145452,20617822208,6698016768,13903028224,6.2 GiB,0.3248653858990537,0.6743208901377291,17800000
89,89,0.667209327999899,100000,ingest,149878.00050663433,20617822208,6680944640,13920100352,6.2 GiB,0.3240373581942957,0.6751489178424872,17900000
90,90,0.6825378220000857,100000,ingest,146512.0272851157,20617822208,6663860224,13937184768,6.2 GiB,0.32320873450030674,0.6759775415364762,18000000
91,91,0.7025959009997678,100000,ingest,142329.3245202594,20617822208,6642405376,13958639616,6.2 GiB,0.32216813730320437,0.6770181387335785,18100000
92,92,0.6998066310002287,100000,ingest,142896.6168226653,20617822208,6614732800,13986312192,6.2 GiB,0.3208259695552808,0.678360306481502,18200000
93,93,0.5798137279998627,100000,ingest,172469.18306843482,20617822208,6591303680,14009741312,6.1 GiB,0.319689616755085,0.6794966592816979,18300000
94,94,0.7762917310001285,100000,ingest,128817.55145216592,20617822208,6565302272,14035742720,6.1 GiB,0.31842850354255997,0.6807577724942229,18400000
95,95,0.5610309929998039,100000,ingest,178243.27220374253,20617822208,6548226048,14052818944,6.1 GiB,0.31760027717472494,0.6815859988620578,18500000
96,96,0.6740417170003639,100000,ingest,148358.7699067386,20617822208,6509473792,14091571200,6.1 GiB,0.31572072580363186,0.683465550233151,18600000
97,97,0.6499815259999195,100000,ingest,153850.52651482957,20617822208,6492401664,14108643328,6.0 GiB,0.3148926980988738,0.684293577937909,18700000
98,98,0.6458426980002514,100000,ingest,154836.46452864452,20617822208,6475325440,14125719552,6.0 GiB,0.3140644717310388,0.6851218043057441,18800000
99,99,0.6636600189999626,100000,ingest,150679.5605236024,20617822208,6458253312,14142791680,6.0 GiB,0.31323644402628076,0.6859498320105021,18900000
100,100,0.6855432180000207,100000,ingest,145869.72400038678,20617822208,6439440384,14161604608,6.0 GiB,0.3123239845138158,0.6868622915229671,19000000
101,101,0.6670837820001907,100000,ingest,149906.20773324603,20617822208,6410833920,14190211072,6.0 GiB,0.310936521584346,0.6882497544524369,19100000
102,102,0.6600166929997613,100000,ingest,151511.31942663784,20617822208,6383652864,14217392128,5.9 GiB,0.30961819340565727,0.6895680826311256,19200000
103,103,0.6635556430001088,100000,ingest,150703.2621226365,20617822208,6366576640,14234468352,5.9 GiB,0.30878996703782224,0.6903963089989605,19300000
104,104,0.5679425480002465,100000,ingest,176074.14755613028,20617822208,6348324864,14252720128,5.9 GiB,0.30790472436690053,0.6912815516698824,19400000
105,105,0.6898519139999735,100000,ingest,144958.64687852972,20617822208,6331797504,14269247488,5.9 GiB,0.30710311885137775,0.6920831571854051,19500000
106,106,0.5564986159997716,100000,ingest,179694.96621361058,20617822208,6298992640,14302052352,5.9 GiB,0.3055120262680267,0.6936742497687561,19600000
107,107,0.6440867289998096,100000,ingest,155258.59406432448,20617822208,6277222400,14323822592,5.8 GiB,0.30445613201399857,0.6947301440227843,19700000
108,108,0.6813796550000006,100000,ingest,146761.05936858343,20617822208,6260150272,14340894720,5.8 GiB,0.30362810430924053,0.6955581717275423,19800000
109,109,0.6603593360000559,100000,ingest,151432.7042087757,20617822208,6243127296,14357917696,5.8 GiB,0.302802460561406,0.6963838154753769,19900000
110,110,0.6986773969997557,100000,ingest,143127.57279599668,20617822208,6218706944,14382338048,5.8 GiB,0.3016180312965865,0.6975682447401964,20000000
111,111,0.727334024999891,100000,ingest,137488.41187515596,20617822208,6190006272,14411038720,5.8 GiB,0.3002259991163466,0.6989602769204363,20100000
112,112,0.6771819270002197,100000,ingest,147670.8045694308,20617822208,6165155840,14435889152,5.7 GiB,0.2990207102284466,0.7001655658083362,20200000
113,113,0.582198545999745,100000,ingest,171762.70996740655,20617822208,6148079616,14452965376,5.7 GiB,0.29819248386061165,0.7009937921761712,20300000
114,114,0.6702700800001367,100000,ingest,149193.59073879535,20617822208,6130565120,14470479872,5.7 GiB,0.2973430005435422,0.7018432754932407,20400000
115,115,0.6662729580002633,100000,ingest,150088.63679555262,20617822208,6093066240,14507978752,5.7 GiB,0.295524240073998,0.7036620359627849,20500000
116,116,0.6604271530000005,100000,ingest,151417.15410359562,20617822208,6075994112,14525050880,5.7 GiB,0.29469621236924,0.7044900636675429,20600000
117,117,0.6460796540000047,100000,ingest,154779.67674864945,20617822208,6058815488,14542229504,5.6 GiB,0.293863019424481,0.7053232566123019,20700000
118,118,0.6609174339996571,100000,ingest,151304.83000702912,20617822208,6042505216,14558539776,5.6 GiB,0.293071943052037,0.7061143329847459,20800000
119,119,0.6665510200000426,100000,ingest,150026.02501454967,20617822208,6022283264,14578761728,5.6 GiB,0.29209114344109877,0.7070951325956841,20900000
120,120,0.6629422290002367,100000,ingest,150842.70638605568,20617822208,5996646400,14604398592,5.6 GiB,0.290847711242423,0.7083385647943599,21000000
121,121,0.695169346000057,100000,ingest,143849.84115797275,20617822208,5972230144,14628814848,5.6 GiB,0.2896634806406805,0.7095227953961024,21100000
122,122,0.68992340900013,100000,ingest,144943.62518431543,20617822208,5948755968,14652289024,5.5 GiB,0.28852494254663813,0.7106613334901447,21200000
123,123,0.733478751000348,100000,ingest,136336.6012493422,20617822208,5924302848,14676742144,5.5 GiB,0.287338923977203,0.7118473520595798,21300000
124,124,0.6091005680000308,100000,ingest,164176.50098135346,20617822208,5885206528,14715838464,5.5 GiB,0.2854426849076455,0.7137435911291373,21400000
125,125,0.6525223989997357,100000,ingest,153251.44417002687,20617822208,5857636352,14743408640,5.5 GiB,0.28410548373664585,0.715080792300137,21500000
126,126,0.6518784400000186,100000,ingest,153402.83381668082,20617822208,5840015360,14761029632,5.4 GiB,0.28325083517957556,0.7159354408572073,21600000
127,127,0.6495505449997836,100000,ingest,153952.60733717546,20617822208,5822955520,14778089472,5.4 GiB,0.2824234034640483,0.7167628725727345,21700000
128,128,0.6777036660000704,100000,ingest,147557.11827592447,20617822208,5804679168,14796365824,5.4 GiB,0.28153696881466483,0.7176493072221181,21800000
129,129,0.6815246549999756,100000,ingest,146729.8347409069,20617822208,5776068608,14824976384,5.4 GiB,0.28014930722211806,0.7190369688146648,21900000
130,130,0.6778772529996786,100000,ingest,147519.33267784014,20617822208,5747896320,14853148672,5.4 GiB,0.27878290257880567,0.7204033734579772,22000000
131,131,0.6621691660002398,100000,ingest,151018.81080334657,20617822208,5730750464,14870294528,5.3 GiB,0.2779512989386624,0.7212349770981205,22100000
132,132,0.5459348350000255,100000,ingest,183172.04470016158,20617822208,5713674240,14887370752,5.3 GiB,0.27712307257082736,0.7220632034659555,22200000
133,133,0.6462131829998725,100000,ingest,154747.6941522249,20617822208,5696593920,14904451072,5.3 GiB,0.2762946475399154,0.7228916284968675,22300000
134,134,0.6469423439998536,100000,ingest,154573.2798717881,20617822208,5660098560,14940946432,5.3 GiB,0.2745245595242258,0.7246617165125571,22400000
135,135,0.664386473000377,100000,ingest,150514.8043553609,20617822208,5642752000,14958292992,5.3 GiB,0.2736832213933116,0.7255030546434713,22500000
136,136,0.6524729460002163,100000,ingest,153263.05958433845,20617822208,5625679872,14975365120,5.2 GiB,0.2728551936885535,0.7263310823482294,22600000
137,137,0.6460529430000861,100000,ingest,154786.0761002472,20617822208,5607403520,14993641472,5.2 GiB,0.27196875903917,0.7272175169976128,22700000
138,138,0.667647059999581,100000,ingest,149779.73541898435,20617822208,5582983168,15018061824,5.2 GiB,0.2707843297743505,0.7284019462624324,22800000
139,139,0.6785079979999864,100000,ingest,147382.1978440437,20617822208,5554339840,15046705152,5.2 GiB,0.26939507887718805,0.7297911971595948,22900000
140,140,0.6634062410003025,100000,ingest,150737.2011593035,20617822208,5529546752,15071498240,5.1 GiB,0.2681925712723655,0.7309937047644174,23000000
141,141,0.6820831750001162,100000,ingest,146609.68583484407,20617822208,5512474624,15088570368,5.1 GiB,0.2673645435676074,0.7318217324691755,23100000
142,142,0.6810047690000829,100000,ingest,146841.84979619112,20617822208,5496397824,15104647168,5.1 GiB,0.26658479099055,0.7326014850462329,23200000
143,143,0.5707922830001735,100000,ingest,175195.08055432068,20617822208,5458857984,15142187008,5.1 GiB,0.2647640438902363,0.7344222321465466,23300000
144,144,0.665009222000208,100000,ingest,150373.85451471037,20617822208,5439795200,15161249792,5.1 GiB,0.26383946593007696,0.7353468101067059,23400000
145,145,0.659427573999892,100000,ingest,151646.67651586005,20617822208,5421518848,15179526144,5.0 GiB,0.26295303128069347,0.7362332447560894,23500000
146,146,0.6987248759996874,100000,ingest,143117.84714538307,20617822208,5404446720,15196598272,5.0 GiB,0.2621250035759354,0.7370612724608475,23600000
147,147,0.6613788810000187,100000,ingest,151199.26395109246,20617822208,5387362304,15213682688,5.0 GiB,0.26129637988194643,0.7378898961548365,23700000
148,148,0.6888966279998385,100000,ingest,145159.65957090363,20617822208,5362876416,15238168576,5.0 GiB,0.26010877200789567,0.7390775040288872,23800000
149,149,0.6961273450001499,100000,ingest,143651.87737306664,20617822208,5340061696,15260983296,5.0 GiB,0.25900221866924344,0.7401840573675394,23900000
150,150,0.6893404110001029,100000,ingest,145066.2088051952,20617822208,5314600960,15286444032,4.9 GiB,0.25776732898287685,0.741418947053906,24000000
151,151,0.5627044540001407,100000,ingest,177713.1836954946,20617822208,5289648128,15311396864,4.9 GiB,0.2565570735180529,0.74262920251873,24100000
152,152,0.6591419260003022,100000,ingest,151712.3946382894,20617822208,5272379392,15328665600,4.9 GiB,0.2557195099856009,0.743466766051182,24200000
153,153,0.6783181099999638,100000,ingest,147423.4559357487,20617822208,5233598464,15367446528,4.9 GiB,0.2538385679729691,0.7453477080638138,24300000
154,154,0.6874520339997616,100000,ingest,145464.6943411832,20617822208,5216866304,15384178688,4.9 GiB,0.2530270293035985,0.7461592467331843,24400000
155,155,0.6419312169996374,100000,ingest,155779.92992363928,20617822208,5199785984,15401259008,4.8 GiB,0.25219860427268653,0.7469876717640963,24500000
156,156,0.6687722830001803,100000,ingest,149527.72796053966,20617822208,5182709760,15418335232,4.8 GiB,0.2513703779048515,0.7478158981319314,24600000
157,157,0.6652812240004096,100000,ingest,150312.37376381818,20617822208,5165187072,15435857920,4.8 GiB,0.25052049726162817,0.7486657787751547,24700000
158,158,0.6661838290001469,100000,ingest,150108.7172141159,20617822208,5137584128,15463460864,4.8 GiB,0.24918170678601284,0.75000456925077,24800000
159,159,0.6641370930001358,100000,ingest,150571.3218761289,20617822208,5109411840,15491633152,4.8 GiB,0.24781530214270048,0.7513709738940824,24900000
160,160,0.7157641740000145,100000,ingest,139710.82045243296,20617822208,5092229120,15508815872,4.7 GiB,0.24698191053486457,0.7522043655019183,25000000
161,161,0.6715371480004251,100000,ingest,148912.0896703345,20617822208,5073727488,15527317504,4.7 GiB,0.2460845494162484,0.7531017266205344,25100000
162,162,0.564938672000153,100000,ingest,177010.36405589333,20617822208,5056647168,15544397824,4.7 GiB,0.24525612438533645,0.7539301516514464,25200000
163,163,0.6630547189997742,100000,ingest,150817.1152915572,20617822208,5019148288,15581896704,4.7 GiB,0.2434373639157923,0.7557489121209906,25300000
164,164,0.6567841760002011,100000,ingest,152257.01783650977,20617822208,5002072064,15598972928,4.7 GiB,0.24260913754795727,0.7565771384888256,25400000
165,165,0.6669495779997305,100000,ingest,149936.37195170458,20617822208,4984999936,15616045056,4.6 GiB,0.2417811098431992,0.7574051661935837,25500000
166,166,0.6801480480003192,100000,ingest,147026.81319751882,20617822208,4968853504,15632191488,4.6 GiB,0.2409979799938335,0.7581882960429494,25600000
167,167,0.6872956290003458,100000,ingest,145497.7971349061,20617822208,4944433152,15656611840,4.6 GiB,0.23981355072901403,0.7593727253077689,25700000
168,168,0.6739817409998068,100000,ingest,148371.97199386545,20617822208,4915793920,15685251072,4.6 GiB,0.23842449849492853,0.7607617775418544,25800000
169,169,0.662076099999922,100000,ingest,151040.03905293028,20617822208,4889677824,15711367168,4.6 GiB,0.23715782271624875,0.7620284533205341,25900000
170,170,0.5578601219999655,100000,ingest,179256.4050670863,20617822208,4871028736,15730016256,4.5 GiB,0.23625330972686212,0.7629329663099208,26000000
171,171,0.650138208000044,100000,ingest,153813.44884746912,20617822208,4853948416,15747096576,4.5 GiB,0.23542488469595013,0.7637613913408328,26100000
172,172,0.6810370180000973,100000,ingest,146834.89642553573,20617822208,4816449536,15784595456,4.5 GiB,0.23360612422640598,0.7655801518103769,26200000
173,173,0.66552479999973,100000,ingest,150257.3608076522,20617822208,4799377408,15801667584,4.5 GiB,0.2327780965216479,0.766408179515135,26300000
174,174,0.6493631809998988,100000,ingest,153997.02805141886,20617822208,4782227456,15818817536,4.5 GiB,0.23194629421842766,0.7672399818183552,26400000
175,175,0.6523469079997994,100000,ingest,153292.6710829612,20617822208,4766158848,15834886144,4.4 GiB,0.23116693896752416,0.7680193370692587,26500000
176,176,0.6755082100003165,100000,ingest,148036.69077530998,20617822208,4745936896,15855108096,4.4 GiB,0.2301861393565859,0.769000136680197,26600000
177,177,0.6692033230001471,100000,ingest,149431.41577911444,20617822208,4720271360,15880773632,4.4 GiB,0.22894131651637142,0.7702449595204114,26700000
178,178,0.6898747360000925,100000,ingest,144953.85144816578,20617822208,4695666688,15905378304,4.4 GiB,0.22774794741308887,0.771438328623694,26800000
179,179,0.6894596439997258,100000,ingest,145041.12150767125,20617822208,4671139840,15929905152,4.4 GiB,0.2265583529082685,0.7726279231285144,26900000
180,180,0.7430731179997565,100000,ingest,134576.25848339836,20617822208,4647735296,15953309696,4.3 GiB,0.22542319208653447,0.7737630839502484,27000000
181,181,0.6102414290003253,100000,ingest,163869.56907172996,20617822208,4604993536,15996051456,4.3 GiB,0.22335014287848495,0.7758361331582979,27100000
182,182,0.6714477489999808,100000,ingest,148931.91636867466,20617822208,4582088704,16018956288,4.3 GiB,0.2222392189521397,0.7769470570846432,27200000
183,183,0.6513702219999686,100000,ingest,153522.52317116948,20617822208,4564938752,16036106240,4.3 GiB,0.22140741664891944,0.7777788593878634,27300000
184,184,0.6748615040000914,100000,ingest,148178.55131352472,20617822208,4547862528,16053182464,4.2 GiB,0.22057919028108441,0.7786070857556985,27400000
185,185,0.6661174129999381,100000,ingest,150123.6839758298,20617822208,4529565696,16071479296,4.2 GiB,0.21969176231631612,0.7794945137204667,27500000
186,186,0.7035368960000596,100000,ingest,142138.95613513284,20617822208,4500062208,16100982784,4.2 GiB,0.21826079217299263,0.7809254838637902,27600000
187,187,0.6585761119999916,100000,ingest,151842.7379582837,20617822208,4470157312,16130887680,4.2 GiB,0.21681035304812732,0.7823759229886555,27700000
188,188,0.6578058549998786,100000,ingest,152020.53803552486,20617822208,4453081088,16147963904,4.1 GiB,0.2159821266802923,0.7832041493564905,27800000
189,189,0.6433275300000787,100000,ingest,155441.8167056954,20617822208,4436004864,16165040128,4.1 GiB,0.2151539003124573,0.7840323757243256,27900000
