,iteration,index_size,count,search_first_page,search_first_page_specific_10,search_first_page_specific_100,search_first_page_specific_1000,search_first_page_specific_10000
43,43,13400000,0.0034913200001938094,0.0067363089997343195,0.009654271000272274,0.013434694999887142,0.03575320299978557,0.17786441899988858
44,44,13500000,0.003509164999741188,0.009498237000116205,0.012094146000436012,0.012329608000072767,0.03903593199993338,0.17998433200000363
45,45,13600000,0.0033617469998716842,0.009530799000003753,0.015175897000062832,0.010463280999829294,0.027294867999898997,0.12786734099972819
46,46,13700000,0.0033298359999207605,0.006166007000047102,0.01016953900034423,0.008790086999852065,0.027557914000226447,0.1333194660001027
47,47,13800000,0.0034910109998236294,0.0038705930001015076,0.012005788999886136,0.014493974999822967,0.03484897299995282,0.1801772849998997
48,48,13900000,0.0034126139998988947,0.0037811840002177632,0.013327282999853196,0.010653759000433638,0.02487358000007589,0.13774345899992113
49,49,14000000,0.0034167300000262912,0.004070890000093641,0.008953223000389698,0.014933882000150334,0.022765657999570976,0.13232477699966694
50,50,14100000,0.0034849380003834085,0.009982488000332523,0.010546045999944909,0.008075173999714025,0.03028358500023387,0.13157504899982086
51,51,14200000,0.0034060009998029273,0.004660235999836004,0.00990201700005855,0.009676371999830735,0.02631331400016279,0.12488959600023009
52,52,14300000,0.0036468019998210366,0.00450707899972258,0.015399146000163455,0.012446768999780033,0.02965692800034958,0.16942004100019403
53,53,14400000,0.0035089630000584293,0.005939270999988366,0.01075625100020261,0.010795334999784245,0.03033531099981701,0.18275219400038623
54,54,14500000,0.0037238369995975518,0.010035517999767762,0.0076981759998489,0.008468202000130987,0.025122426000052656,0.14943909600015104
55,55,14600000,0.0036809860002904315,0.004811321000033786,0.013385421999828395,0.011236193000058847,0.0344250269999975,0.17336815100043168
56,56,14700000,0.003449511999860988,0.005495425999924919,0.012959551999756513,0.011446907999925315,0.025040472999990016,0.12433425199969861
57,57,14800000,0.00355966899996929,0.003777748000175052,0.010279104999881383,0.014173173000017414,0.025361946999964857,0.1739108989995657
58,58,14900000,0.005129097999997612,0.006758569999874453,0.0078270980002344,0.01134873500041067,0.018613125000229047,0.130821071000355
59,59,15000000,0.0033967320000556356,0.010754578000160109,0.008721398000034242,0.01329995100013548,0.025140770999769302,0.1361291349999192
60,60,15100000,0.0034698309996201715,0.005437096000150632,0.012214803000006214,0.0078060369996819645,0.023959382000157348,0.1274284359997182
61,61,15200000,0.007488420999834489,0.005627144000300177,0.020797469999706664,0.009753707999607286,0.033827281999947445,0.16928392499994516
62,62,15300000,0.003989557000295463,0.004875449999872217,0.010231436000140093,0.013540723999994952,0.026753652000024886,0.17675645700001041
63,63,15400000,0.010977407000154926,0.0037387350002973108,0.012482115000238991,0.016873224999926606,0.031781850999777816,0.18080504499994277
64,64,15500000,0.004274220999832323,0.003943129000163026,0.0189007760000095,0.010447190999911982,0.0353266019997136,0.18438812699969276
65,65,15600000,0.003944643000068027,0.013743905999945127,0.012341521000053035,0.010722357999839005,0.034319849999974394,0.17711603200041282
66,66,15700000,0.003947857999719417,0.005433720999917568,0.018324763000237,0.012328968000019813,0.03915173899986257,0.24154788300029395
67,67,15800000,0.0037697230000048876,0.010016631999860692,0.015439290999893274,0.012051336000240553,0.03382843600002161,0.16589977700004965
68,68,15900000,0.011617539999861037,0.006486598000265076,0.01278880100016977,0.010608895000132179,0.040566726999713865,0.17866027399986706
69,69,16000000,0.004068916000051104,0.006876421000015398,0.011626588000126503,0.014180004999616358,0.032065723999949114,0.1717410020000898
70,70,16100000,0.0038684599999214697,0.004968005000137055,0.012244318000284693,0.014692047000153252,0.024868290000085835,0.16333187099962743
71,71,16200000,0.004238424999584822,0.007458624999799213,0.012912864000099944,0.0134653420000177,0.03287389199977042,0.20299358800002665
72,72,16300000,0.0042371310000817175,0.004075647999798093,0.012265007000223704,0.017152111000086734,0.037268128999585315,0.26528417600002285
73,73,16400000,0.0037191579999671376,0.005347297000298568,0.014347118999921804,0.009869214999980613,0.03899255999976958,0.18674312299981466
74,74,16500000,0.0037595650001094327,0.004119901000194659,0.008651046000068163,0.010322826999981771,0.04110146300035922,0.17176870399998734
75,75,16600000,0.003938500000003842,0.007634757000232639,0.01863277200027369,0.011093464999703428,0.03595456099992589,0.18533235099994272
76,76,16700000,0.004014033000203199,0.011961917000007816,0.012720633999833808,0.014668802999949548,0.021239290999801597,0.16398683199986408
77,77,16800000,0.0033516880002935068,0.0035468749997562554,0.01673759000004793,0.014018312000189326,0.020124624999880325,0.10833400599995002
78,78,16900000,0.0034718839997367468,0.007905976000074588,0.01872865199993612,0.012165839999852324,0.028593829000328697,0.1215875610000694
79,79,17000000,0.0034231619997626694,0.0049028620001081435,0.015802724999957718,0.020657806000144774,0.030617292999977508,0.10487155000009807
80,80,17100000,0.0036134910001237586,0.0036710079998556466,0.011599045999901136,0.011025245999917388,0.026032106000002386,0.14806374199997663
81,81,17200000,0.0037572799997178663,0.003647283000191237,0.020744339999964723,0.020707911000044987,0.02895792299977984,0.13508844999978464
82,82,17300000,0.003652012000202376,0.0067828850001205865,0.015249223999944661,0.013362269000026572,0.028328891999990446,0.14878365399999893
83,83,17400000,0.003433492000112892,0.004691136000019469,0.015553426000224135,0.01677914999982022,0.017337268000119366,0.09911068499968678
84,84,17500000,0.003377366000222537,0.012635251999654429,0.021602141999665037,0.011653999000373005,0.020613995000076102,0.0926782770002319
85,85,17600000,0.0034554630001366604,0.007858116000079463,0.014974217000144563,0.014274712999849726,0.023982955000064976,0.12212213499969948
86,86,17700000,0.003392464000171458,0.0036733419997290184,0.015841135999835387,0.009767904999989696,0.029606533000333002,0.09028267700023207
87,87,17800000,0.0035017200002585014,0.004058514999996987,0.016070046999629994,0.015146952000122837,0.022427503000017168,0.10333432200013704
88,88,17900000,0.0033883979999700387,0.005542985000374756,0.020934025999849837,0.0200465279999662,0.03287337199981266,0.09842801400009193
89,89,18000000,0.0035184319999643776,0.003878837999764073,0.016916397000386496,0.01803908700003376,0.03672110099978454,0.0972472429998561
90,90,18100000,0.006829852999999275,0.008724243999949977,0.015204851000362396,0.013203811000039423,0.02713064999989001,0.13067801199986206
91,91,18200000,0.0037159230000725074,0.00494965100006084,0.032537370000227384,0.012402604999806499,0.028009581999867805,0.1276769430000968
92,92,18300000,0.0035923599998568534,0.007104018000063661,0.026324995999857492,0.025181607999911648,0.0360545280000224,0.13346786500005692
93,93,18400000,0.003733785999884276,0.005895406999570696,0.03493629600006898,0.018791860999954224,0.034778891000314616,0.11852473699991606
94,94,18500000,0.0033769850001590385,0.0037762859997201303,0.026775053000164917,0.01525401300023077,0.029754390000107378,0.0883388039997044
95,95,18600000,0.0036395880001691694,0.003849474000162445,0.016046180999637727,0.016907219999666268,0.030685611000080826,0.12418213499995545
96,96,18700000,0.0033608650001042406,0.005399225000019214,0.011621285999808606,0.01910265599963168,0.02168562800034124,0.08971857799997451
97,97,18800000,0.0036361319998832187,0.003709040000103414,0.02172588400026143,0.012135182000292843,0.026533738999660272,0.1006958630000554
98,98,18900000,0.0033689909996610368,0.0036491569999270723,0.023708229000021674,0.012250858999777847,0.020669308999913483,0.09564012300006652
99,99,19000000,0.0034391320000395353,0.011344677999659325,0.015870992000145634,0.01310858199985887,0.025477935000253638,0.10589167700027247
100,100,19100000,0.0036934800000381074,0.015826009000193153,0.02349562000017613,0.013969228999940242,0.0255132809998031,0.1120316639999146
101,101,19200000,0.0036908260003656324,0.006522755999867513,0.02883062399996561,0.01552526300019963,0.025893966000239743,0.126206708999689
102,102,19300000,0.003438832000028924,0.007571056999950088,0.011902806999842142,0.016452804999971704,0.02737584099986634,0.09970621499996923
103,103,19400000,0.0035621130000436096,0.00395078299970919,0.013088013000015053,0.012084066000170424,0.01938832200039542,0.10904334900033064
104,104,19500000,0.0034318190000703908,0.0038781159996688075,0.012085240000033082,0.015915036000023974,0.025902471999870613,0.1616245519999211
105,105,19600000,0.004205501999877015,0.0043432919997030695,0.029381648999788013,0.028225607999956992,0.022200696999789216,0.1287900349998381
106,106,19700000,0.0035740160001296317,0.003765815999940969,0.021615505999761808,0.020023476000005758,0.023538209999969695,0.10797204499976942
107,107,19800000,0.0035299330002089846,0.0036215949999132135,0.02208578999989186,0.019913397999971494,0.017725698000049306,0.10841686200001277
108,108,19900000,0.0033146470000247064,0.006996436999997968,0.01806268199970873,0.019662937999783026,0.022724339999967924,0.1116516310003135
109,109,20000000,0.004249565999998595,0.004439170000296144,0.015045120999729988,0.018620518000261654,0.03072846099985327,0.15073655300011524
110,110,20100000,0.003696605999721214,0.00394851999999446,0.023699273000147514,0.032288021000113076,0.02936491800028307,0.15200912399996014
111,111,20200000,0.003750497000055475,0.004299049000110244,0.01414574000000357,0.012416131000009045,0.03185218199996598,0.13872080500004813
112,112,20300000,0.003455733999999211,0.003955091000079847,0.013248224000108166,0.01317312299988771,0.025766167000256246,0.10478721200024665
113,113,20400000,0.003535844999987603,0.0036966459997529455,0.01395871900012935,0.012650199999825418,0.024133889000040654,0.1270063330002813
114,114,20500000,0.003543447000083688,0.0038384729996323586,0.013368931000059092,0.024494907000189414,0.033584758000415604,0.13942563899991
115,115,20600000,0.003519202999996196,0.003988483999819437,0.0115535899999486,0.023651541999697656,0.027427719000115758,0.10542047199987792
116,116,20700000,0.0035683860000972345,0.003984326000136207,0.021048791999874084,0.016120421000323404,0.028683998999895266,0.11179428800005553
117,117,20800000,0.0034389330003250507,0.0054204749999371415,0.011330379999890283,0.010221568000361003,0.021118523000041023,0.10702130000026955
118,118,20900000,0.003699640999911935,0.003780954999911046,0.014164015999995172,0.02349111100011214,0.021207059000062145,0.14177090600014708
119,119,21000000,0.008301437999762129,0.0037426740000228165,0.01599500599968451,0.020686690999809798,0.03632661999972697,0.1447834270002204
120,120,21100000,0.0037721389999205712,0.005012057999920216,0.015776876000018092,0.013063687999874674,0.042740420999962225,0.1565334469996742
121,121,21200000,0.006496055999832606,0.004512339000029897,0.011957548999816936,0.011972477000199433,0.03552077599988479,0.13870995499974015
122,122,21300000,0.003720140000041283,0.00419476199976998,0.015789479999966716,0.02033377899988409,0.03993485999990298,0.15397911599984582
123,123,21400000,0.006079795000005106,0.0053733569998257735,0.015674212999783776,0.030967741000040405,0.025400608999916585,0.16397019900023224
124,124,21500000,0.004049810000196885,0.0045513629997913085,0.014109261999692535,0.010060403999887058,0.032156664000012825,0.13460076299998036
125,125,21600000,0.003495699999803037,0.004111936000299465,0.01378423100004511,0.019682766000187257,0.028159612999843375,0.0896709670000746
126,126,21700000,0.003412090999972861,0.0036143320003247936,0.01147624299983363,0.013280606000080297,0.024742611999954534,0.09091364200003227
127,127,21800000,0.0034444919997440593,0.006709126999794535,0.012166851999609207,0.019238259999838192,0.026927597999929276,0.09255735100032325
128,128,21900000,0.004503392000060558,0.004289439999865863,0.026681927000026917,0.007989923999957682,0.04252229099984106,0.1274058040003183
129,129,22000000,0.0036742739998771867,0.004775462999987212,0.03184011000030296,0.016258741000001464,0.02782657699981428,0.12520508799980234
130,130,22100000,0.0034405360001983354,0.0036319350001576822,0.021128040999883524,0.007735515999684139,0.02192535799986217,0.0970345340001586
131,131,22200000,0.0034375489999547426,0.0036779709998882026,0.019984551999641553,0.01412084399999003,0.023965722999946593,0.09735447599996405
132,132,22300000,0.006112174999998388,0.005152882999936992,0.021585068999684154,0.015610704000209807,0.02339404900021691,0.10924527799988937
133,133,22400000,0.0037961929997436528,0.006217283999831125,0.01966979100006938,0.021761581000191654,0.03991805900022882,0.1339099349997923
134,134,22500000,0.0034905990000879683,0.004119532000004256,0.11909741099998428,0.010547207999934471,0.027172027999768034,0.10773693400005868
135,135,22600000,0.003390581000076054,0.003508393000174692,0.011279514000307245,0.0119687100000192,0.02125671300018439,0.11292162599966105
136,136,22700000,0.003410698999687156,0.005517577999853529,0.017240164000213554,0.010490954000033526,0.02726781800038225,0.11864073199967606
137,137,22800000,0.007151778999741509,0.014718837000145868,0.014627546000156144,0.01419292900027358,0.021180771000217646,0.15946620700015046
138,138,22900000,0.00686845500013078,0.004067234000103781,0.02803336599981776,0.023380853999697138,0.01906495499997618,0.1515288010000404
139,139,23000000,0.0036483059998317913,0.006531504000122368,0.01703869700031646,0.02119844299977558,0.04007492299979276,0.1615286220003327
140,140,23100000,0.0035222179999436776,0.004130131999772857,0.013750958999935392,0.015615022000019962,0.023800051999842253,0.11659107100012989
141,141,23200000,0.0033539319997544226,0.0039492209998570615,0.02244615800009342,0.007636940999873332,0.024295411999901262,0.11392475200000263
142,142,23300000,0.004329675999997562,0.005229434999819205,0.01454367899987119,0.01642788900016967,0.02612836700018306,0.15684611400001813
143,143,23400000,0.0035320470001352078,0.003872287000376673,0.02177410400008739,0.012666691999584145,0.022844785999950545,0.13653812299980927
144,144,23500000,0.0034340229999543226,0.0038321699998959957,0.01891411100041296,0.01163567300000068,0.02397858799986352,0.1296705279996786
145,145,23600000,0.009699846999865258,0.004194791999907466,0.02489500899991981,0.015305580000131158,0.02387854000016887,0.11686443500002497
146,146,23700000,0.0034896770002887934,0.0036456900002121984,0.0237438670001211,0.0184721300001911,0.029596783999750187,0.12049041899990698
147,147,23800000,0.003717165000125533,0.008858234999934211,0.015972833999967406,0.015209960999982286,0.03248524099990391,0.1740177090000543
148,148,23900000,0.003667892000066786,0.0054970599999251135,0.016303404000154842,0.014462085000104707,0.03520397000011144,0.16121525300013673
149,149,24000000,0.0034764120000545518,0.004992571999991924,0.02106077500002357,0.01116867699965951,0.04468354200025715,0.15872456300030535
150,150,24100000,0.005582569999660336,0.0038415989997702127,0.014763282000330946,0.014929363000192097,0.019965847000094072,0.1653545219996886
151,151,24200000,0.0033441539999330416,0.006189930999880744,0.014142636000087805,0.015130330999909347,0.021507151999685448,0.11287617100015268
152,152,24300000,0.003597269000238157,0.0041901330000655435,0.017246879000140325,0.011353824000252644,0.03284656099958738,0.1529868819998228
153,153,24400000,0.0034878830001616734,0.01468671800012089,0.016527557000244997,0.014492561999759346,0.03375681199986502,0.1252061190002678
154,154,24500000,0.003440715000124328,0.0037801739999849815,0.01150929699997505,0.015627846000370482,0.033220102000086627,0.12415983399978359
155,155,24600000,0.006570636000105878,0.004018871999960538,0.01198984999973618,0.034886302999893815,0.023684083000262035,0.1141482719999658
156,156,24700000,0.003683441000248422,0.004393455999888829,0.01647919599963643,0.009877439999854687,0.021323458000097162,0.11660150100033206
157,157,24800000,0.0034661330000744783,0.00398546799988253,0.013576120999914565,0.013405871000031766,0.022504095999920537,0.14956070299967905
158,158,24900000,0.0035545689997888985,0.010264697999900818,0.01827693299992461,0.013222134999978152,0.02051579999988462,0.14380911600028412
159,159,25000000,0.0034528879996287287,0.008309333999932278,0.015019331000075908,0.010604415999750927,0.020396838000124262,0.11732622399995307
160,160,25100000,0.0034200459999738086,0.004126052000174241,0.017390940000041155,0.010242385000310605,0.019722759999694972,0.12535997000031784
161,161,25200000,0.0034113700003217673,0.003983354999945732,0.013302456000019447,0.01954340400016008,0.01974631400025828,0.11163284399981421
162,162,25300000,0.003697877999911725,0.005154546000085247,0.011837513000045874,0.01472013100010372,0.02844168299998273,0.1565763670000706
163,163,25400000,0.0035085829999843554,0.003809988999819325,0.012181901000076323,0.013548799000091094,0.03769881800008079,0.11709843400012687
164,164,25500000,0.0034736560000965255,0.00898233900034029,0.01546852499996021,0.0201190550001229,0.0318739330000426,0.12151438299997608
165,165,25600000,0.003547916000115947,0.006498710999949253,0.011355747999914456,0.021637337999891315,0.026632734000031633,0.11290606700003991
166,166,25700000,0.003881033000197931,0.003923402000054921,0.013822713000081421,0.010573868999927072,0.04028966699979719,0.16901555999993434
167,167,25800000,0.009051068000189844,0.003903253999851586,0.022251761999996233,0.011419948999900953,0.02700706799987529,0.15571010799976648
168,168,25900000,0.003640830999756872,0.005265835000045627,0.012665809999816702,0.017249712999728217,0.027907239999876765,0.1489570389999244
169,169,26000000,0.003427450999879511,0.004909916000087833,0.01502921100018284,0.01444775900017703,0.023419095000008383,0.10711537699990004
170,170,26100000,0.0034456939997653535,0.006255635000343318,0.016006328000003123,0.010329179000109434,0.030557088000023214,0.10936307000019951
171,171,26200000,0.003668132999791851,0.004153595999923709,0.030173798000305396,0.014903514999787149,0.03762423800026227,0.12975228200002675
172,172,26300000,0.0034356259998276073,0.005199899999752233,0.014676387999770668,0.015428690999669925,0.04472700500036808,0.10893337300012718
173,173,26400000,0.0033965030002036656,0.003522350000366714,0.01658187800012456,0.019837797000036517,0.016868778000116436,0.1101001750002979
174,174,26500000,0.0034608129999469384,0.0045290000002751185,0.01176578900003733,0.012075098999957845,0.02517740999974194,0.10497735799981456
175,175,26600000,0.004179764000127761,0.004051072000038403,0.017674761999842303,0.009459305000291351,0.03308752299972184,0.15464443500013658
176,176,26700000,0.003603001000101358,0.003978334999828803,0.017717922999963776,0.014578714999970543,0.02509945300016625,0.15204214599998522
177,177,26800000,0.007807971000147518,0.005647520999900735,0.021285846999944624,0.015008572000169806,0.027658430999963457,0.14896244900000966
178,178,26900000,0.003654407000340143,0.004145019000134198,0.030256302999987383,0.01667868999993516,0.03965146799964714,0.16857121500015637
179,179,27000000,0.0037510290003410773,0.014218789000096876,0.01686551100010547,0.021457880000070872,0.025960060999750567,0.1492750759998671
180,180,27100000,0.004036774999804038,0.006552332999945065,0.01569480099988141,0.017543635000038194,0.03422153500014247,0.22331817699978274
181,181,27200000,0.0036760779998985527,0.003957906999858096,0.012352600999747665,0.016739434000101028,0.035077463000106945,0.17156020199990962
182,182,27300000,0.003504865000195423,0.005384287000197219,0.014231903000109014,0.012581701999806683,0.02910790600026303,0.11763572399968325
183,183,27400000,0.003356327000346937,0.0072219310000036785,0.01559549400008109,0.014251338999656582,0.024592912000116485,0.11038622299975032
184,184,27500000,0.0034590899999784597,0.004323393000049691,0.022843775000183086,0.020821325000270008,0.02324776399973416,0.11965874499992424
185,185,27600000,0.0035151739998582343,0.010120316999746137,0.019345040999724006,0.021357212000111758,0.02691374200003338,0.14404934799995317
186,186,27700000,0.003566891999980726,0.004085497000232863,0.018192835000263585,0.026174512999659783,0.03232524099985312,0.1458424779998495
187,187,27800000,0.0034938339999825985,0.003803597999649355,0.014123658999778854,0.019497748000048887,0.03133164400014721,0.11404691100005948
188,188,27900000,0.005792323999685323,0.003607859000112512,0.018183768000199052,0.011740900999939186,0.02547735299958731,0.13635697200015784
189,189,28000000,0.005471891000070173,0.0043441440002425225,0.020776118999947357,0.0200441540000611,0.019818198999928427,0.11916712199990798
190,190,28100000,0.003964940000059869,0.004644165999707184,0.013584747000095376,0.011328606000006403,0.030811326999810262,0.17622080799992546
191,191,28200000,0.008520401000168931,0.01209672100003445,0.013446577000195248,0.01517198900000949,0.023343384000327205,0.12521204999984548
192,192,28300000,0.0037418820002130815,0.0041499070002828375,0.022363872999903833,0.012558858999909717,0.02780153000003338,0.1355368310000813
193,193,28400000,0.007425933000376972,0.004657412000142358,0.023171689999799128,0.013271167999846512,0.02718509200030894,0.13124949600023683
194,194,28500000,0.004070908999892708,0.009801477000110026,0.019334501000230375,0.015996016999906715,0.02678826700002901,0.16346350700041512
195,195,28600000,0.004182800000307907,0.005188519000057568,0.0158875040001476,0.019939557999805402,0.026018269999894983,0.15960377500005052
196,196,28700000,0.004006398999990779,0.012077643999873544,0.019590039999911824,0.02764738199994099,0.037587779000205046,0.1656908330000988
197,197,28800000,0.0037306710000848398,0.004972864000137633,0.019915141000183212,0.035702868000043964,0.02461875900007726,0.12377948899984403
198,198,28900000,0.007146067000121548,0.004033238999909372,0.01563542000030793,0.024921610000092187,0.03549812299979749,0.12752436500022668
199,199,29000000,0.007048544000099355,0.005224786999860953,0.031654169999910664,0.016994735000025685,0.02427850000003673,0.1453639269998348
200,200,29100000,0.004525023000041983,0.005653545000313898,0.02259622900010072,0.030194617999768525,0.026846677000321506,0.14643650200014235
201,201,29200000,0.004038850000142702,0.0071932870000637195,0.015784169000198744,0.026120241000171518,0.033044261999748414,0.12974585999972987
202,202,29300000,0.005245968000053836,0.006659623000359716,0.013736161999986507,0.015240828000059992,0.03091815600009795,0.13457899200011525
203,203,29400000,0.004130401000111306,0.0053017629998066695,0.019585161000122753,0.01091882600030658,0.03219065799976306,0.12739842900009535
204,204,29500000,0.00492832100007945,0.005900056999962544,0.014804148000166606,0.03148454100028175,0.03230427099970257,0.1908789419999266
205,205,29600000,0.005336658000032912,0.007595303000016429,0.01955014499981189,0.022991172000274673,0.03681976699999723,0.17187369000021135
206,206,29700000,0.00455245399962223,0.010432975000185252,0.03250713100032954,0.027489785999932792,0.04423796499986565,0.19010138100020413
207,207,29800000,0.004292305000035412,0.01012931299965203,0.013694052000118973,0.016826998999931675,0.02735486200026571,0.1821774110003389
208,208,29900000,0.004103391000171541,0.011746541999855253,0.01890266899999915,0.02326474599976791,0.022338897000281577,0.14526304699984394
209,209,30000000,0.004334164000283636,0.009054373999788368,0.015438157999597024,0.017275051000069652,0.03709217800042097,0.1591706209997028
210,210,30100000,0.004139847999795165,0.006386510000083945,0.017429942000035226,0.017385418000230857,0.03419018600015988,0.13582234800014703
211,211,30200000,0.0040871690002859395,0.00890499400020417,0.021672874999694614,0.01793830699989485,0.022792737999679957,0.13422447599987208
212,212,30300000,0.004022898999664903,0.005080355999780295,0.0156254319999789,0.015343331999702059,0.03380918900029428,0.1336617369997839
213,213,30400000,0.004491128000154276,0.006094502999985707,0.013445004000004701,0.02510213899995506,0.04090204599970093,0.16513323500021215
214,214,30500000,0.0043336240000826365,0.008148400999743899,0.017315886999767827,0.021044394000000466,0.04487225699995179,0.1657861009998669
215,215,30600000,0.003874430999985634,0.004240789000050427,0.017809494999710296,0.011980942999798572,0.030174679000083415,0.1659001250000074
216,216,30700000,0.003965622000123403,0.004451023999990866,0.016907148999962374,0.01244427400024506,0.03635160599969822,0.17172405900009835
217,217,30800000,0.0046311410001180775,0.008078801000010571,0.029008840000187774,0.026014172000031976,0.05130952299987257,0.13977927199994156
218,218,30900000,0.0056555979999757255,0.012391353999646526,0.018817357999978412,0.013185284999963187,0.0405304089999845,0.19619968999995763
219,219,31000000,0.003892745000030118,0.004254223000316415,0.01658768000015698,0.011078296000050614,0.03811298600021473,0.2033100909998211
